id;avaliacao_id;municipio_id;indicador_id;valor
1;1;1;1;3
2;1;1;2;3
3;1;1;3;3
4;1;1;4;3
5;1;1;5;3
6;1;1;6;2
7;1;1;7;2
8;1;1;8;3
9;1;1;9;3
10;1;1;10;3
11;1;1;11;3
12;1;1;12;3
13;1;1;13;3
14;1;1;14;3
15;1;1;15;2
16;1;1;16;2
17;1;1;17;2
18;1;1;18;2
19;1;1;19;2
20;1;1;20;2
21;1;1;21;2
22;1;1;22;2
23;1;1;23;2
24;1;1;24;2
25;1;1;25;2
26;1;1;26;3
27;1;1;27;2
28;1;1;28;3
29;1;1;29;3
30;1;1;30;2
31;1;1;31;2
32;1;1;32;2
33;1;1;33;2
34;1;1;34;2
35;1;1;35;2
36;1;1;36;2
37;1;1;37;3
38;1;1;38;2
39;1;1;39;2
40;1;1;40;2
41;1;1;41;2
42;1;1;42;2
43;1;1;43;2
44;1;1;44;2
45;1;1;45;2
46;1;1;46;2
47;1;1;47;2
48;1;1;48;2
49;1;1;49;2
50;1;1;50;2
51;1;1;51;2
52;1;1;52;2
53;1;1;53;2
54;1;1;54;3
55;1;2;1;3
56;1;2;2;2
57;1;2;3;3
58;1;2;4;3
59;1;2;5;3
60;1;2;6;2
61;1;2;7;2
62;1;2;8;2
63;1;2;9;2
64;1;2;10;2
65;1;2;11;2
66;1;2;12;2
67;1;2;13;2
68;1;2;14;2
69;1;2;15;2
70;1;2;16;2
71;1;2;17;2
72;1;2;18;2
73;1;2;19;2
74;1;2;20;3
75;1;2;21;3
76;1;2;22;3
77;1;2;23;2
78;1;2;24;2
79;1;2;25;2
80;1;2;26;2
81;1;2;27;2
82;1;2;28;2
83;1;2;29;2
84;1;2;30;2
85;1;2;31;2
86;1;2;32;2
87;1;2;33;2
88;1;2;34;2
89;1;2;35;2
90;1;2;36;2
91;1;2;37;2
92;1;2;38;2
93;1;2;39;2
94;1;2;40;2
95;1;2;41;2
96;1;2;42;2
97;1;2;43;3
98;1;2;44;3
99;1;2;45;3
100;1;2;46;3
101;1;2;47;3
102;1;2;48;3
103;1;2;49;3
104;1;2;50;2
105;1;2;51;2
106;1;2;52;2
107;1;2;53;2
108;1;2;54;3
109;1;3;1;2
110;1;3;2;2
111;1;3;3;2
112;1;3;4;2
113;1;3;5;3
114;1;3;6;2
115;1;3;7;2
116;1;3;8;2
117;1;3;9;3
118;1;3;10;2
119;1;3;11;2
120;1;3;12;2
121;1;3;13;2
122;1;3;14;2
123;1;3;15;3
124;1;3;16;3
125;1;3;17;3
126;1;3;18;3
127;1;3;19;2
128;1;3;20;2
129;1;3;21;2
130;1;3;22;2
131;1;3;23;3
132;1;3;24;3
133;1;3;25;2
134;1;3;26;2
135;1;3;27;2
136;1;3;28;2
137;1;3;29;2
138;1;3;30;2
139;1;3;31;2
140;1;3;32;3
141;1;3;33;2
142;1;3;34;3
143;1;3;35;3
144;1;3;36;3
145;1;3;37;2
146;1;3;38;2
147;1;3;39;2
148;1;3;40;2
149;1;3;41;2
150;1;3;42;2
151;1;3;43;3
152;1;3;44;3
153;1;3;45;3
154;1;3;46;3
155;1;3;47;3
156;1;3;48;3
157;1;3;49;3
158;1;3;50;2
159;1;3;51;2
160;1;3;52;1
161;1;3;53;1
162;1;3;54;3
163;1;4;1;2
164;1;4;2;2
165;1;4;3;2
166;1;4;4;2
167;1;4;5;3
168;1;4;6;3
169;1;4;7;3
170;1;4;8;3
171;1;4;9;3
172;1;4;10;3
173;1;4;11;3
174;1;4;12;3
175;1;4;13;3
176;1;4;14;3
177;1;4;15;3
178;1;4;16;3
179;1;4;17;3
180;1;4;18;3
181;1;4;19;3
182;1;4;20;3
183;1;4;21;3
184;1;4;22;3
185;1;4;23;3
186;1;4;24;3
187;1;4;25;3
188;1;4;26;3
189;1;4;27;2
190;1;4;28;2
191;1;4;29;1
192;1;4;30;1
193;1;4;31;2
194;1;4;32;3
195;1;4;33;3
196;1;4;34;3
197;1;4;35;3
198;1;4;36;3
199;1;4;37;2
200;1;4;38;2
201;1;4;39;2
202;1;4;40;2
203;1;4;41;2
204;1;4;42;2
205;1;4;43;3
206;1;4;44;3
207;1;4;45;3
208;1;4;46;3
209;1;4;47;3
210;1;4;48;3
211;1;4;49;3
212;1;4;50;3
213;1;4;51;3
214;1;4;52;2
215;1;4;53;2
216;1;4;54;3
217;1;5;1;2
218;1;5;2;2
219;1;5;3;3
220;1;5;4;3
221;1;5;5;3
222;1;5;6;2
223;1;5;7;2
224;1;5;8;2
225;1;5;9;3
226;1;5;10;3
227;1;5;11;3
228;1;5;12;2
229;1;5;13;2
230;1;5;14;2
231;1;5;15;3
232;1;5;16;3
233;1;5;17;3
234;1;5;18;2
235;1;5;19;2
236;1;5;20;3
237;1;5;21;3
238;1;5;22;2
239;1;5;23;3
240;1;5;24;3
241;1;5;25;2
242;1;5;26;2
243;1;5;27;2
244;1;5;28;2
245;1;5;29;3
246;1;5;30;3
247;1;5;31;3
248;1;5;32;3
249;1;5;33;3
250;1;5;34;3
251;1;5;35;3
252;1;5;36;3
253;1;5;37;2
254;1;5;38;2
255;1;5;39;2
256;1;5;40;2
257;1;5;41;2
258;1;5;42;2
259;1;5;43;3
260;1;5;44;3
261;1;5;45;3
262;1;5;46;3
263;1;5;47;3
264;1;5;48;3
265;1;5;49;3
266;1;5;50;2
267;1;5;51;2
268;1;5;52;2
269;1;5;53;2
270;1;5;54;3
271;1;6;1;3
272;1;6;2;3
273;1;6;3;3
274;1;6;4;2
275;1;6;5;2
276;1;6;6;2
277;1;6;7;3
278;1;6;8;2
279;1;6;9;3
280;1;6;10;3
281;1;6;11;3
282;1;6;12;2
283;1;6;13;3
284;1;6;14;3
285;1;6;15;3
286;1;6;16;3
287;1;6;17;3
288;1;6;18;3
289;1;6;19;3
290;1;6;20;3
291;1;6;21;3
292;1;6;22;3
293;1;6;23;3
294;1;6;24;3
295;1;6;25;3
296;1;6;26;3
297;1;6;27;3
298;1;6;28;3
299;1;6;29;3
300;1;6;30;3
301;1;6;31;3
302;1;6;32;3
303;1;6;33;1
304;1;6;34;1
305;1;6;35;3
306;1;6;36;3
307;1;6;37;3
308;1;6;38;3
309;1;6;39;3
310;1;6;40;3
311;1;6;41;2
312;1;6;42;2
313;1;6;43;3
314;1;6;44;3
315;1;6;45;3
316;1;6;46;3
317;1;6;47;2
318;1;6;48;2
319;1;6;49;3
320;1;6;50;1
321;1;6;51;1
322;1;6;52;1
323;1;6;53;1
324;1;6;54;2
325;1;7;1;3
326;1;7;2;3
327;1;7;3;2
328;1;7;4;3
329;1;7;5;3
330;1;7;6;2
331;1;7;7;2
332;1;7;8;2
333;1;7;9;3
334;1;7;10;3
335;1;7;11;3
336;1;7;12;3
337;1;7;13;3
338;1;7;14;3
339;1;7;15;3
340;1;7;16;3
341;1;7;17;3
342;1;7;18;3
343;1;7;19;3
344;1;7;20;3
345;1;7;21;3
346;1;7;22;3
347;1;7;23;3
348;1;7;24;3
349;1;7;25;3
350;1;7;26;3
351;1;7;27;3
352;1;7;28;3
353;1;7;29;3
354;1;7;30;3
355;1;7;31;3
356;1;7;32;3
357;1;7;33;3
358;1;7;34;3
359;1;7;35;3
360;1;7;36;3
361;1;7;37;2
362;1;7;38;2
363;1;7;39;2
364;1;7;40;2
365;1;7;41;2
366;1;7;42;2
367;1;7;43;3
368;1;7;44;3
369;1;7;45;3
370;1;7;46;3
371;1;7;47;3
372;1;7;48;3
373;1;7;49;3
374;1;7;50;3
375;1;7;51;3
376;1;7;52;2
377;1;7;53;2
378;1;7;54;3
379;1;8;1;3
380;1;8;2;2
381;1;8;3;3
382;1;8;4;3
383;1;8;5;3
384;1;8;6;2
385;1;8;7;2
386;1;8;8;2
387;1;8;9;3
388;1;8;10;3
389;1;8;11;3
390;1;8;12;3
391;1;8;13;3
392;1;8;14;3
393;1;8;15;3
394;1;8;16;2
395;1;8;17;1
396;1;8;18;1
397;1;8;19;1
398;1;8;20;2
399;1;8;21;1
400;1;8;22;1
401;1;8;23;1
402;1;8;24;1
403;1;8;25;1
404;1;8;26;1
405;1;8;27;1
406;1;8;28;1
407;1;8;29;3
408;1;8;30;3
409;1;8;31;3
410;1;8;32;3
411;1;8;33;3
412;1;8;34;3
413;1;8;35;3
414;1;8;36;3
415;1;8;37;2
416;1;8;38;2
417;1;8;39;2
418;1;8;40;2
419;1;8;41;2
420;1;8;42;2
421;1;8;43;2
422;1;8;44;3
423;1;8;45;3
424;1;8;46;1
425;1;8;47;3
426;1;8;48;3
427;1;8;49;3
428;1;8;50;3
429;1;8;51;3
430;1;8;52;3
431;1;8;53;3
432;1;8;54;3
433;1;9;1;3
434;1;9;2;2
435;1;9;3;2
436;1;9;4;2
437;1;9;5;2
438;1;9;6;1
439;1;9;7;1
440;1;9;8;1
441;1;9;9;2
442;1;9;10;2
443;1;9;11;2
444;1;9;12;2
445;1;9;13;2
446;1;9;14;2
447;1;9;15;3
448;1;9;16;2
449;1;9;17;1
450;1;9;18;1
451;1;9;19;1
452;1;9;20;2
453;1;9;21;2
454;1;9;22;2
455;1;9;23;2
456;1;9;24;2
457;1;9;25;2
458;1;9;26;1
459;1;9;27;1
460;1;9;28;1
461;1;9;29;2
462;1;9;30;2
463;1;9;31;2
464;1;9;32;2
465;1;9;33;2
466;1;9;34;2
467;1;9;35;3
468;1;9;36;3
469;1;9;37;2
470;1;9;38;2
471;1;9;39;2
472;1;9;40;2
473;1;9;41;2
474;1;9;42;2
475;1;9;43;1
476;1;9;44;2
477;1;9;45;2
478;1;9;46;1
479;1;9;47;3
480;1;9;48;3
481;1;9;49;1
482;1;9;50;1
483;1;9;51;1
484;1;9;52;1
485;1;9;53;1
486;1;9;54;2
487;1;10;1;3
488;1;10;2;3
489;1;10;3;2
490;1;10;4;3
491;1;10;5;2
492;1;10;6;3
493;1;10;7;0
494;1;10;8;0
495;1;10;9;0
496;1;10;10;0
497;1;10;11;0
498;1;10;12;3
499;1;10;13;0
500;1;10;14;0
501;1;10;15;3
502;1;10;16;3
503;1;10;17;1
504;1;10;18;1
505;1;10;19;1
506;1;10;20;3
507;1;10;21;2
508;1;10;22;2
509;1;10;23;3
510;1;10;24;2
511;1;10;25;2
512;1;10;26;2
513;1;10;27;2
514;1;10;28;2
515;1;10;29;3
516;1;10;30;3
517;1;10;31;0
518;1;10;32;0
519;1;10;33;0
520;1;10;34;0
521;1;10;35;0
522;1;10;36;0
523;1;10;37;3
524;1;10;38;3
525;1;10;39;0
526;1;10;40;0
527;1;10;41;0
528;1;10;42;0
529;1;10;43;3
530;1;10;44;3
531;1;10;45;3
532;1;10;46;0
533;1;10;47;0
534;1;10;48;0
535;1;10;49;0
536;1;10;50;0
537;1;10;51;0
538;1;10;52;0
539;1;10;53;0
540;1;10;54;2
541;1;11;1;2
542;1;11;2;3
543;1;11;3;3
544;1;11;4;3
545;1;11;5;3
546;1;11;6;3
547;1;11;7;3
548;1;11;8;1
549;1;11;9;1
550;1;11;10;2
551;1;11;11;2
552;1;11;12;2
553;1;11;13;2
554;1;11;14;2
555;1;11;15;3
556;1;11;16;3
557;1;11;17;3
558;1;11;18;2
559;1;11;19;2
560;1;11;20;3
561;1;11;21;3
562;1;11;22;3
563;1;11;23;3
564;1;11;24;3
565;1;11;25;3
566;1;11;26;3
567;1;11;27;2
568;1;11;28;2
569;1;11;29;3
570;1;11;30;2
571;1;11;31;1
572;1;11;32;1
573;1;11;33;1
574;1;11;34;1
575;1;11;35;1
576;1;11;36;1
577;1;11;37;1
578;1;11;38;2
579;1;11;39;1
580;1;11;40;1
581;1;11;41;1
582;1;11;42;1
583;1;11;43;3
584;1;11;44;3
585;1;11;45;3
586;1;11;46;1
587;1;11;47;1
588;1;11;48;1
589;1;11;49;1
590;1;11;50;1
591;1;11;51;1
592;1;11;52;1
593;1;11;53;1
594;1;11;54;3
595;1;12;1;3
596;1;12;2;3
597;1;12;3;1
598;1;12;4;1
599;1;12;5;1
600;1;12;6;3
601;1;12;7;3
602;1;12;8;1
603;1;12;9;1
604;1;12;10;2
605;1;12;11;2
606;1;12;12;3
607;1;12;13;3
608;1;12;14;2
609;1;12;15;3
610;1;12;16;3
611;1;12;17;1
612;1;12;18;1
613;1;12;19;1
614;1;12;20;1
615;1;12;21;1
616;1;12;22;1
617;1;12;23;1
618;1;12;24;1
619;1;12;25;1
620;1;12;26;3
621;1;12;27;3
622;1;12;28;3
623;1;12;29;3
624;1;12;30;3
625;1;12;31;3
626;1;12;32;2
627;1;12;33;1
628;1;12;34;1
629;1;12;35;1
630;1;12;36;1
631;1;12;37;3
632;1;12;38;3
633;1;12;39;3
634;1;12;40;3
635;1;12;41;1
636;1;12;42;1
637;1;12;43;3
638;1;12;44;3
639;1;12;45;1
640;1;12;46;3
641;1;12;47;1
642;1;12;48;1
643;1;12;49;3
644;1;12;50;2
645;1;12;51;1
646;1;12;52;1
647;1;12;53;1
648;1;12;54;1
649;1;13;1;3
650;1;13;2;3
651;1;13;3;3
652;1;13;4;3
653;1;13;5;3
654;1;13;6;3
655;1;13;7;3
656;1;13;8;3
657;1;13;9;2
658;1;13;10;3
659;1;13;11;3
660;1;13;12;3
661;1;13;13;3
662;1;13;14;3
663;1;13;15;2
664;1;13;16;2
665;1;13;17;2
666;1;13;18;2
667;1;13;19;2
668;1;13;20;2
669;1;13;21;2
670;1;13;22;2
671;1;13;23;1
672;1;13;24;1
673;1;13;25;1
674;1;13;26;3
675;1;13;27;3
676;1;13;28;3
677;1;13;29;3
678;1;13;30;3
679;1;13;31;3
680;1;13;32;3
681;1;13;33;3
682;1;13;34;3
683;1;13;35;3
684;1;13;36;3
685;1;13;37;3
686;1;13;38;3
687;1;13;39;3
688;1;13;40;3
689;1;13;41;3
690;1;13;42;3
691;1;13;43;2
692;1;13;44;2
693;1;13;45;2
694;1;13;46;3
695;1;13;47;3
696;1;13;48;3
697;1;13;49;3
698;1;13;50;3
699;1;13;51;3
700;1;13;52;3
701;1;13;53;3
702;1;13;54;2
703;1;14;1;3
704;1;14;2;2
705;1;14;3;2
706;1;14;4;2
707;1;14;5;2
708;1;14;6;2
709;1;14;7;2
710;1;14;8;2
711;1;14;9;3
712;1;14;10;2
713;1;14;11;2
714;1;14;12;2
715;1;14;13;2
716;1;14;14;2
717;1;14;15;2
718;1;14;16;2
719;1;14;17;2
720;1;14;18;2
721;1;14;19;2
722;1;14;20;2
723;1;14;21;1
724;1;14;22;1
725;1;14;23;1
726;1;14;24;1
727;1;14;25;1
728;1;14;26;1
729;1;14;27;1
730;1;14;28;1
731;1;14;29;1
732;1;14;30;1
733;1;14;31;3
734;1;14;32;3
735;1;14;33;2
736;1;14;34;2
737;1;14;35;2
738;1;14;36;2
739;1;14;37;1
740;1;14;38;1
741;1;14;39;2
742;1;14;40;2
743;1;14;41;2
744;1;14;42;2
745;1;14;43;1
746;1;14;44;2
747;1;14;45;2
748;1;14;46;3
749;1;14;47;3
750;1;14;48;2
751;1;14;49;3
752;1;14;50;2
753;1;14;51;2
754;1;14;52;1
755;1;14;53;1
756;1;14;54;2
757;1;15;1;3
758;1;15;2;3
759;1;15;3;2
760;1;15;4;3
761;1;15;5;2
762;1;15;6;2
763;1;15;7;2
764;1;15;8;2
765;1;15;9;3
766;1;15;10;3
767;1;15;11;3
768;1;15;12;2
769;1;15;13;2
770;1;15;14;2
771;1;15;15;2
772;1;15;16;1
773;1;15;17;2
774;1;15;18;2
775;1;15;19;2
776;1;15;20;2
777;1;15;21;2
778;1;15;22;2
779;1;15;23;3
780;1;15;24;1
781;1;15;25;1
782;1;15;26;3
783;1;15;27;1
784;1;15;28;1
785;1;15;29;2
786;1;15;30;2
787;1;15;31;2
788;1;15;32;2
789;1;15;33;2
790;1;15;34;2
791;1;15;35;2
792;1;15;36;2
793;1;15;37;2
794;1;15;38;2
795;1;15;39;2
796;1;15;40;2
797;1;15;41;2
798;1;15;42;2
799;1;15;43;3
800;1;15;44;3
801;1;15;45;3
802;1;15;46;3
803;1;15;47;2
804;1;15;48;2
805;1;15;49;3
806;1;15;50;2
807;1;15;51;2
808;1;15;52;2
809;1;15;53;2
810;1;15;54;3
811;1;16;1;3
812;1;16;2;2
813;1;16;3;3
814;1;16;4;2
815;1;16;5;3
816;1;16;6;3
817;1;16;7;2
818;1;16;8;2
819;1;16;9;1
820;1;16;10;2
821;1;16;11;2
822;1;16;12;3
823;1;16;13;2
824;1;16;14;2
825;1;16;15;3
826;1;16;16;2
827;1;16;17;3
828;1;16;18;2
829;1;16;19;2
830;1;16;20;3
831;1;16;21;2
832;1;16;22;2
833;1;16;23;3
834;1;16;24;2
835;1;16;25;2
836;1;16;26;3
837;1;16;27;3
838;1;16;28;2
839;1;16;29;3
840;1;16;30;3
841;1;16;31;2
842;1;16;32;2
843;1;16;33;3
844;1;16;34;2
845;1;16;35;2
846;1;16;36;1
847;1;16;37;2
848;1;16;38;2
849;1;16;39;2
850;1;16;40;2
851;1;16;41;2
852;1;16;42;2
853;1;16;43;3
854;1;16;44;2
855;1;16;45;2
856;1;16;46;3
857;1;16;47;3
858;1;16;48;3
859;1;16;49;3
860;1;16;50;3
861;1;16;51;3
862;1;16;52;3
863;1;16;53;3
864;1;16;54;3
865;1;17;1;3
866;1;17;2;3
867;1;17;3;3
868;1;17;4;3
869;1;17;5;3
870;1;17;6;3
871;1;17;7;3
872;1;17;8;3
873;1;17;9;3
874;1;17;10;3
875;1;17;11;3
876;1;17;12;3
877;1;17;13;3
878;1;17;14;3
879;1;17;15;3
880;1;17;16;3
881;1;17;17;3
882;1;17;18;3
883;1;17;19;3
884;1;17;20;3
885;1;17;21;3
886;1;17;22;3
887;1;17;23;3
888;1;17;24;3
889;1;17;25;3
890;1;17;26;3
891;1;17;27;3
892;1;17;28;3
893;1;17;29;3
894;1;17;30;3
895;1;17;31;3
896;1;17;32;3
897;1;17;33;3
898;1;17;34;3
899;1;17;35;3
900;1;17;36;3
901;1;17;37;3
902;1;17;38;3
903;1;17;39;3
904;1;17;40;2
905;1;17;41;3
906;1;17;42;3
907;1;17;43;3
908;1;17;44;3
909;1;17;45;3
910;1;17;46;3
911;1;17;47;3
912;1;17;48;3
913;1;17;49;3
914;1;17;50;3
915;1;17;51;3
916;1;17;52;3
917;1;17;53;3
918;1;17;54;3
919;1;18;1;2
920;1;18;2;2
921;1;18;3;3
922;1;18;4;3
923;1;18;5;3
924;1;18;6;2
925;1;18;7;2
926;1;18;8;2
927;1;18;9;3
928;1;18;10;3
929;1;18;11;3
930;1;18;12;2
931;1;18;13;2
932;1;18;14;2
933;1;18;15;3
934;1;18;16;2
935;1;18;17;2
936;1;18;18;2
937;1;18;19;2
938;1;18;20;2
939;1;18;21;2
940;1;18;22;2
941;1;18;23;3
942;1;18;24;2
943;1;18;25;2
944;1;18;26;2
945;1;18;27;2
946;1;18;28;2
947;1;18;29;3
948;1;18;30;3
949;1;18;31;3
950;1;18;32;3
951;1;18;33;3
952;1;18;34;3
953;1;18;35;3
954;1;18;36;3
955;1;18;37;3
956;1;18;38;3
957;1;18;39;3
958;1;18;40;2
959;1;18;41;2
960;1;18;42;2
961;1;18;43;3
962;1;18;44;3
963;1;18;45;3
964;1;18;46;3
965;1;18;47;3
966;1;18;48;3
967;1;18;49;3
968;1;18;50;3
969;1;18;51;3
970;1;18;52;3
971;1;18;53;3
972;1;18;54;3
973;1;19;1;3
974;1;19;2;2
975;1;19;3;3
976;1;19;4;3
977;1;19;5;3
978;1;19;6;3
979;1;19;7;3
980;1;19;8;3
981;1;19;9;1
982;1;19;10;3
983;1;19;11;3
984;1;19;12;2
985;1;19;13;3
986;1;19;14;3
987;1;19;15;3
988;1;19;16;2
989;1;19;17;3
990;1;19;18;3
991;1;19;19;3
992;1;19;20;3
993;1;19;21;2
994;1;19;22;2
995;1;19;23;3
996;1;19;24;2
997;1;19;25;2
998;1;19;26;3
999;1;19;27;2
1000;1;19;28;2
1001;1;19;29;3
1002;1;19;30;3
1003;1;19;31;3
1004;1;19;32;3
1005;1;19;33;2
1006;1;19;34;2
1007;1;19;35;1
1008;1;19;36;1
1009;1;19;37;2
1010;1;19;38;2
1011;1;19;39;2
1012;1;19;40;2
1013;1;19;41;2
1014;1;19;42;2
1015;1;19;43;3
1016;1;19;44;3
1017;1;19;45;2
1018;1;19;46;3
1019;1;19;47;2
1020;1;19;48;2
1021;1;19;49;2
1022;1;19;50;2
1023;1;19;51;2
1024;1;19;52;1
1025;1;19;53;1
1026;1;19;54;2
1027;1;20;1;2
1028;1;20;2;2
1029;1;20;3;3
1030;1;20;4;3
1031;1;20;5;2
1032;1;20;6;2
1033;1;20;7;2
1034;1;20;8;2
1035;1;20;9;3
1036;1;20;10;3
1037;1;20;11;3
1038;1;20;12;3
1039;1;20;13;2
1040;1;20;14;3
1041;1;20;15;2
1042;1;20;16;2
1043;1;20;17;2
1044;1;20;18;2
1045;1;20;19;2
1046;1;20;20;2
1047;1;20;21;2
1048;1;20;22;2
1049;1;20;23;2
1050;1;20;24;2
1051;1;20;25;2
1052;1;20;26;3
1053;1;20;27;3
1054;1;20;28;3
1055;1;20;29;3
1056;1;20;30;3
1057;1;20;31;3
1058;1;20;32;3
1059;1;20;33;3
1060;1;20;34;3
1061;1;20;35;3
1062;1;20;36;3
1063;1;20;37;2
1064;1;20;38;2
1065;1;20;39;2
1066;1;20;40;2
1067;1;20;41;2
1068;1;20;42;2
1069;1;20;43;2
1070;1;20;44;3
1071;1;20;45;3
1072;1;20;46;2
1073;1;20;47;2
1074;1;20;48;2
1075;1;20;49;2
1076;1;20;50;2
1077;1;20;51;2
1078;1;20;52;2
1079;1;20;53;2
1080;1;20;54;2
1081;1;21;1;2
1082;1;21;2;3
1083;1;21;3;3
1084;1;21;4;3
1085;1;21;5;3
1086;1;21;6;2
1087;1;21;7;2
1088;1;21;8;2
1089;1;21;9;2
1090;1;21;10;3
1091;1;21;11;3
1092;1;21;12;2
1093;1;21;13;2
1094;1;21;14;2
1095;1;21;15;2
1096;1;21;16;3
1097;1;21;17;2
1098;1;21;18;2
1099;1;21;19;2
1100;1;21;20;2
1101;1;21;21;3
1102;1;21;22;2
1103;1;21;23;1
1104;1;21;24;1
1105;1;21;25;1
1106;1;21;26;2
1107;1;21;27;2
1108;1;21;28;2
1109;1;21;29;3
1110;1;21;30;3
1111;1;21;31;3
1112;1;21;32;3
1113;1;21;33;3
1114;1;21;34;3
1115;1;21;35;2
1116;1;21;36;2
1117;1;21;37;1
1118;1;21;38;1
1119;1;21;39;1
1120;1;21;40;1
1121;1;21;41;1
1122;1;21;42;1
1123;1;21;43;1
1124;1;21;44;3
1125;1;21;45;1
1126;1;21;46;2
1127;1;21;47;2
1128;1;21;48;2
1129;1;21;49;2
1130;1;21;50;2
1131;1;21;51;2
1132;1;21;52;2
1133;1;21;53;2
1134;1;21;54;2
1135;1;22;1;2
1136;1;22;2;2
1137;1;22;3;3
1138;1;22;4;3
1139;1;22;5;3
1140;1;22;6;2
1141;1;22;7;2
1142;1;22;8;2
1143;1;22;9;2
1144;1;22;10;3
1145;1;22;11;3
1146;1;22;12;2
1147;1;22;13;2
1148;1;22;14;2
1149;1;22;15;3
1150;1;22;16;3
1151;1;22;17;2
1152;1;22;18;2
1153;1;22;19;2
1154;1;22;20;3
1155;1;22;21;3
1156;1;22;22;3
1157;1;22;23;1
1158;1;22;24;1
1159;1;22;25;1
1160;1;22;26;2
1161;1;22;27;2
1162;1;22;28;2
1163;1;22;29;2
1164;1;22;30;2
1165;1;22;31;2
1166;1;22;32;2
1167;1;22;33;2
1168;1;22;34;2
1169;1;22;35;2
1170;1;22;36;2
1171;1;22;37;2
1172;1;22;38;2
1173;1;22;39;2
1174;1;22;40;2
1175;1;22;41;2
1176;1;22;42;1
1177;1;22;43;3
1178;1;22;44;3
1179;1;22;45;3
1180;1;22;46;3
1181;1;22;47;3
1182;1;22;48;3
1183;1;22;49;3
1184;1;22;50;3
1185;1;22;51;3
1186;1;22;52;3
1187;1;22;53;3
1188;1;22;54;3
1189;1;23;1;3
1190;1;23;2;2
1191;1;23;3;3
1192;1;23;4;3
1193;1;23;5;3
1194;1;23;6;2
1195;1;23;7;2
1196;1;23;8;2
1197;1;23;9;2
1198;1;23;10;3
1199;1;23;11;3
1200;1;23;12;2
1201;1;23;13;2
1202;1;23;14;2
1203;1;23;15;2
1204;1;23;16;2
1205;1;23;17;2
1206;1;23;18;2
1207;1;23;19;2
1208;1;23;20;2
1209;1;23;21;2
1210;1;23;22;2
1211;1;23;23;2
1212;1;23;24;2
1213;1;23;25;2
1214;1;23;26;3
1215;1;23;27;2
1216;1;23;28;2
1217;1;23;29;3
1218;1;23;30;3
1219;1;23;31;3
1220;1;23;32;3
1221;1;23;33;3
1222;1;23;34;3
1223;1;23;35;2
1224;1;23;36;2
1225;1;23;37;2
1226;1;23;38;2
1227;1;23;39;2
1228;1;23;40;2
1229;1;23;41;1
1230;1;23;42;1
1231;1;23;43;3
1232;1;23;44;3
1233;1;23;45;3
1234;1;23;46;3
1235;1;23;47;3
1236;1;23;48;3
1237;1;23;49;3
1238;1;23;50;3
1239;1;23;51;3
1240;1;23;52;3
1241;1;23;53;3
1242;1;23;54;3
1243;1;24;1;2
1244;1;24;2;2
1245;1;24;3;3
1246;1;24;4;1
1247;1;24;5;3
1248;1;24;6;3
1249;1;24;7;3
1250;1;24;8;1
1251;1;24;9;3
1252;1;24;10;1
1253;1;24;11;1
1254;1;24;12;3
1255;1;24;13;3
1256;1;24;14;1
1257;1;24;15;2
1258;1;24;16;2
1259;1;24;17;2
1260;1;24;18;2
1261;1;24;19;2
1262;1;24;20;3
1263;1;24;21;3
1264;1;24;22;2
1265;1;24;23;3
1266;1;24;24;3
1267;1;24;25;2
1268;1;24;26;1
1269;1;24;27;1
1270;1;24;28;1
1271;1;24;29;3
1272;1;24;30;2
1273;1;24;31;3
1274;1;24;32;2
1275;1;24;33;3
1276;1;24;34;2
1277;1;24;35;3
1278;1;24;36;3
1279;1;24;37;2
1280;1;24;38;2
1281;1;24;39;2
1282;1;24;40;2
1283;1;24;41;2
1284;1;24;42;2
1285;1;24;43;3
1286;1;24;44;3
1287;1;24;45;3
1288;1;24;46;3
1289;1;24;47;3
1290;1;24;48;3
1291;1;24;49;3
1292;1;24;50;2
1293;1;24;51;2
1294;1;24;52;2
1295;1;24;53;2
1296;1;24;54;2
